Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
1751,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,16.143581323278,705186.8125
1752,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,DMF,27.0390557065737,7289690.5
1753,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,DMF,10.3282009692704,613953.3125
1754,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,DMF,92.0432386364945,24403434.0
1755,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,DMF,66.5562436230106,2870140.0
1756,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,DMF,93.1015628202002,21775724.0
1757,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,DMF,58.7930091183782,2625419.5
1758,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,DMF,91.2628421258705,14936959.0
1759,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,DMF,72.8203662105258,3722521.25
1760,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,DMF,54.5215659776639,9297395.0
1761,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,DMF,67.0233470050889,3337054.25
1762,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,DMF,77.0066732224419,13714203.0
1763,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,DMF,13.0325873676274,781051.5
1764,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,CsF,2.5,DMF,47.8041454582162,12117412.0
1765,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,DMF,23.7920971354994,1349421.5
1766,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,DMF,83.3602527071705,19988322.0
1767,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,DMF,66.0885062196838,2789957.75
1768,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,DMF,52.8829767612839,13969074.0
1769,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,43.9629277789052,1780413.25
1770,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,65.0952304380114,11555577.0
1771,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,47.5954418256477,2152158.75
1772,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,50.7454913248354,8923952.0
1773,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,48.0170639000037,2195151.75
1774,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,9.48658416159843,6364711.5
1775,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,12.693076452366,576091.375
1776,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,DMF,30.263147357056,8544421.0
1777,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,39.7933943065932,2017957.75
1778,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,DMF,83.8747797373195,19709348.0
1779,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,61.519189246293,2766510.5
1780,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,89.0100607487542,17732774.0
1781,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,54.7785853863385,2644487.25
1782,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,52.040426733477,9108387.0
1783,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,74.7962474629178,3617832.5
1784,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,55.2907699935107,9904037.0
1785,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,71.3611552730965,3373636.25
1786,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,10.7223850912646,5580039.0
1787,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,44.0037219412688,2187037.25
1788,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,KOH,2.5,DMF,45.3211553724902,12756488.0
1789,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,61.8831367290825,3181618.0
1790,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,89.0406974714526,21517188.0
1791,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,67.2404425194176,2866138.25
1792,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,71.2086646934789,16567390.0
1793,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,57.620045613151,2808868.5
1794,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,53.6672126470195,9151215.0
1795,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,77.0618356353546,3746374.0
1796,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,57.4510604032353,10556956.0
1797,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,74.9969421432298,3571000.75
1798,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,4.94387827210926,4907027.5
1799,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,45.2639557385591,2165880.0
1800,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,LiOtBu,2.5,DMF,30.4370219792946,8374831.5
1801,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,65.3162936511765,2988103.75
1802,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,85.9027242254183,19881188.0
1803,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,57.7839535147763,2435287.0
1804,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,70.5507249393609,16060738.0
1805,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,45.4056560270184,2013465.625
1806,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,53.7769027688631,8435787.0
1807,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,75.3261979260384,3613073.5
1808,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,60.3323951344361,10685369.0
1809,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,65.5683038126891,2857832.0
1810,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,7.6556131659557,4275661.0
1811,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,42.8386958233556,2005711.5
1812,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,Et3N,2.5,DMF,38.7902792904652,10247765.0
1813,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,DMF,60.0520602257696,2777062.5
1814,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,DMF,79.6559222678897,18119036.0
1815,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,DMF,45.6558266724162,1955596.125
1816,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,DMF,68.0274531014674,15706137.0
1817,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,DMF,52.1344929593985,2426257.0
1818,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,DMF,49.8188603527536,8691747.0
1819,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,DMF,71.1206097853512,3444218.5
1820,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,DMF,48.2065927164787,8334061.5
1821,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,DMF,74.0788205454093,3663967.75
1822,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,,2.5,DMF,10.3934816187321,6315785.5
1823,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,DMF,41.872192422396,2100080.0
1824,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,,2.5,DMF,27.7555246917895,7717838.5
1825,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeOH,28.737720360611,1331901.375
1826,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeOH,90.9965779946587,19532634.0
1827,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeOH,46.0091172593127,1963413.125
1828,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeOH,62.3415638329921,12460931.0
1829,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeOH,54.1211014769654,2247134.25
1830,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeOH,36.2985958783815,5962395.5
1831,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeOH,72.6265853885394,3246571.75
1832,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeOH,39.8029498314909,7212123.0
1833,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeOH,63.6098491089908,2743850.5
1834,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeOH,55.9954957684824,10428041.0
1835,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeOH,13.5067412156354,605059.4375
1836,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,NaOH,2.5,MeOH,56.7099807154069,16386373.0
1837,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeOH,26.251519340239,1107408.375
1838,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeOH,92.5414293181436,18938720.0
1839,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeOH,54.7532502589442,2353662.5
1840,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeOH,89.2167721152442,19752498.0
1841,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeOH,55.2836116638502,2300511.75
1842,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeOH,46.3398813311612,7217163.5
1843,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeOH,57.3805946113847,2320640.0
1844,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,34.963030867406,5437989.5
1845,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,56.0304790291231,2140098.5
1846,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeOH,60.0656048406233,11392238.0
1847,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeOH,8.14493179134905,221851.265625
1848,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,MeOH,48.0428262451302,12907427.0
1849,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeOH,30.5438700170705,1327528.75
1850,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeOH,80.7684981175122,16487344.0
1851,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,38.1509670196038,1582928.125
1852,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,79.5580286946691,17953730.0
1853,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,48.8196197220795,2165529.75
1854,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,41.5353006062813,6279223.0
1855,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,31.3556222311822,1338290.75
1856,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,41.4067136185596,3667471.75
1857,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,36.0825607102773,1447539.5
1858,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,36.3395992354291,6858156.0
1859,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,3.81735754458126,162398.359375
1860,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,CsF,2.5,MeOH,25.2377015988282,6826150.5
1861,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,25.4721833120706,1373015.625
1862,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeOH,94.7374867685552,20916812.0
1863,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,55.379515367567,2706678.0
1864,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,83.072299382657,19013708.0
1865,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,61.2357911071971,3033937.0
1866,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,40.4037784002745,6766544.0
1867,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,74.2866106906315,3595022.75
1868,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,43.5645620592601,6333190.0
1869,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,68.5232165033068,3160833.25
1870,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,72.7800988842574,15589857.0
1871,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,7.85982615196756,354717.625
1872,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,MeOH,56.8274795573803,14228842.0
1873,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeOH,19.3283093839103,1011775.0625
1874,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeOH,94.2023130760561,21440310.0
1875,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeOH,51.0969624505909,2662507.5
1876,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeOH,82.8691030168198,18758404.0
1877,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeOH,58.2135210324476,2553912.75
1878,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeOH,35.0018335072565,5682875.5
1879,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeOH,73.5144781527612,3590126.25
1880,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeOH,50.3925305831656,8153398.5
1881,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeOH,71.6004474314773,3433855.0
1882,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeOH,73.8427400196465,13561568.0
1883,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeOH,8.77430872991212,472824.03125
1884,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,,,KOH,2.5,MeOH,60.3018152559396,15821829.0
1885,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeOH,22.3829584260028,1115884.125
1886,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeOH,94.7395154972839,18383950.0
1887,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2b, Boronic Ester",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeOH,50.1500654546992,2517936.0
