index,SMILES,InChIKey,pSat_Pa,ChemPot_kJmol,FreeEnergy_kJmol,HeatOfVap_kJmol,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
31070,C(=O)(OO)C(O)C(OO)C1(C(ON(=O)(=O)))OC1(O)C(=O),QYYJEZYBJPZSKD-UHFFFAOYSA-N,2.12397549e-06,14.569357440000001,-3229218.91784824,130.97873928,299.012474728,29,7,12,1,4,397.0,35.0,toluene,0,0,2,1,0,0,0,1,1,0,0,0,0,1,1,0
31071,C(=O)(OO)C(O)C(OO)C1(C(ON(=O)(=O)))OC1(OO)C(=O),LWYORMVYZUBVPT-UHFFFAOYSA-N,1.93399705e-07,12.261797760000002,-3426584.2200468,136.25626952,315.00738934799995,30,7,13,1,4,545.0,13.0,toluene,0,0,1,1,0,0,0,1,1,0,0,0,0,2,1,0
31077,C(=O)(OO)C(O)C(OO)C1(C)OC1(O)C(=O),XATJMAFTQGZTKC-UHFFFAOYSA-N,1.62683131e-06,8.4744828,-2494453.10583088,134.90877048000002,238.0324819,26,7,9,0,4,221.0,2.0,toluene,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0
31078,C(=O)(OO)C(O)C(OO)C1(C)OC1(O)C(=O)(OON(=O)(=O)),TWWMQWXHXAORKB-UHFFFAOYSA-N,3.09690504e-07,14.735880640000001,-3426688.5769982403,146.18159616,315.007389348,30,7,13,1,4,259.0,5.0,toluene,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0
31081,C(=O)(OO)C(O)C(OO)C1(C)OC1(ON(=O)(=O))C(=O)(OON(=O)(=O)),SHCUXUMEDWSABQ-UHFFFAOYSA-N,0.00093941676,18.17245088,-3963835.05387632,117.04087296000002,359.9924675559999,32,7,15,2,3,303.0,12.0,toluene,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
31082,C(=O)(OO)C(O)C(OO)C1(C)OC1(OO)C(=O),CQNXDOPQJQYBAZ-UHFFFAOYSA-N,1.31025337e-07,10.866894,-2691825.3235956803,138.23450656,254.02739652,27,7,10,0,4,317.0,6.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0
31090,C(=O)(OO)C(O)C(OO)C1(O)OC1(C)C(=O),QWFPDCNWAYZDJO-UHFFFAOYSA-N,1.9990180500000002e-07,9.697926240000001,-2494467.45933576,139.77066216000003,238.0324819,26,7,9,0,4,242.0,3.0,toluene,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0
31092,C(=O)(OO)C(O)C(OO)C1(O)OC1(N(=O)(=O))C(=O),SFHSGXRCPVLOIT-UHFFFAOYSA-N,4.79590033e-06,20.78184432,-2928421.7866924,122.22589496000002,269.001910044,25,6,11,1,4,218.0,18.0,toluene,0,0,2,1,0,0,0,1,0,1,0,0,0,1,1,0
31096,C(=O)(OO)C(O)C(OO)C1(O)OC1C(=O),ONUKOLRWWUXIAB-UHFFFAOYSA-N,1.5518601700000002e-08,8.81949544,-2391177.7045836803,152.70001711999998,224.016831836,23,6,9,0,4,221.0,1.0,toluene,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0
31102,C(=O)(OO)C(O)C(OO)C1(OO)OC1(C)C(=O),IMGFICHPNGLPHW-UHFFFAOYSA-N,1.41870643e-07,8.35214264,-2691826.3094716,139.39322352,254.02739652,27,7,10,0,4,345.0,6.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0
31110,C(=O)(OO)C(O)C(OO)C1OC1(C(OO))C(=O),ZHZRWNDOLAKHRT-UHFFFAOYSA-N,7.693412990000001e-09,9.2776016,-2691807.776862,147.92314432,254.02739652,27,7,10,0,4,433.0,12.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0
31117,C(=O)(OO)C(O)C(OO)C1OC1(ON(=O)(=O))C(=O)(OO),FAZVHGRAAQLZKJ-UHFFFAOYSA-N,6.286621949999999e-09,13.975313120000001,-3323383.82904952,153.67689743999998,300.99173928399995,27,6,13,1,4,265.0,4.0,toluene,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0
31118,C(=O)(OO)C(O)C(OO)C1OC1(ON(=O)(=O))C(=O)(OON(=O)(=O)),XXJUPDFCQGLBRK-UHFFFAOYSA-N,0.000134354314,14.90997688,-3860551.917752,121.11119368000001,345.9768174919999,29,6,15,2,3,291.0,16.0,toluene,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
31124,C(=O)(OO)C(O)C(OO)C1OC1C(=O)C(=O)(OON(=O)(=O)),OJBJLBONZSPOAD-UHFFFAOYSA-N,2.03288971e-05,12.3789916,-3423461.60143496,126.18236904,312.991739284,28,7,13,1,3,181.0,23.0,toluene,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
31128,C(=O)(OO)C(O)C1(C(=O)(O))OOC(C1(=O))C(=O),QSPJGJAHMWPZFC-UHFFFAOYSA-N,5.25305337e-08,17.700955920000002,-2685830.58902088,142.7344404,249.996096392,23,7,10,0,3,145.0,3.0,toluene,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0
31129,C(=O)(OO)C(O)C1(C(=O)(O))OOC(C1(O))C(=O),INNXAESNPCZLDI-UHFFFAOYSA-N,1.3604545800000001e-08,8.1332776,-2689023.4275792,152.39437592000002,252.011746456,25,7,10,0,4,252.0,38.0,toluene,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0
31130,C(=O)(OO)C(O)C1(C(=O)(OON(=O)(=O)))OOC(C1(=O))C(=O),ZWRKXIWDQNUWLE-UHFFFAOYSA-N,0.0104620375,16.09070168,-3420359.8727401597,101.06581704,310.97608921999995,26,7,13,1,2,154.0,34.0,toluene,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0
31137,C(=O)(OO)C(O)C1(C(ON(=O)(=O)))OOC(C1(=O))C(=O),YPWSXYSRZZDXSC-UHFFFAOYSA-N,0.00040685874000000004,14.38718608,-3028503.3614552002,113.32962312000001,281.00191004400006,26,7,11,1,2,139.0,26.0,toluene,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
31147,C(=O)(OO)C(O)C1(C)OC1C(=O)(OO),OYNBPWTWESTOKJ-UHFFFAOYSA-N,5.655410170000001e-07,13.04956128,-2193650.1277442407,130.48214031999998,208.021917216,22,6,8,0,3,40.0,2.0,toluene,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
31152,C(=O)(OO)C(O)C1(C)OOC(C1(O)(O))C(=O)(OON(=O)(=O)),YLJPWHFFNCRUTM-UHFFFAOYSA-N,1.05151026e-08,11.069943519999999,-3426784.28557984,156.73197056,315.007389348,30,7,13,1,4,234.0,4.0,toluene,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0
31153,C(=O)(OO)C(O)C1(C)OOC(C1(O)(OO))C(=O),FZOFZLBNNPZVPA-UHFFFAOYSA-N,1.6563985000000001e-09,6.0117804,-2691912.4279068,155.88625864,254.02739652,27,7,10,0,4,237.0,2.0,toluene,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0
31157,C(=O)(OO)C(O)C1(C)OOC(N(=O)(=O))(C1(O)(O))C(=O)(OON(=O)(=O)),FCSITXIESNWXJW-UHFFFAOYSA-N,4.00395477e-07,12.78212,-3964000.3371479195,140.66938536,359.9924675559999,32,7,15,2,4,224.0,4.0,toluene,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0
31160,C(=O)(OO)C(O)C1(C)OOC(O)(C1(O)(N(=O)(=O)))C(=O),VRPJYJMNEMCSGW-UHFFFAOYSA-N,2.5121315400000002e-08,7.28430216,-3031764.5080812,130.61033808000002,283.017560108,28,7,11,1,4,143.0,1.0,toluene,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0
31163,C(=O)(OO)C(O)C1(C)OOC(ON(=O)(=O))(C1(O)(O))C(=O),OWDYYKNUYBEVLN-UHFFFAOYSA-N,4.04668873e-08,10.408955200000001,-3229317.15042784,150.86721592,299.012474728,29,7,12,1,4,258.0,4.0,toluene,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0
31171,C(=O)(OO)C(O)C1(N(=O)(=O))OC1(OO)C(=O),INWQEZGLHNZEIW-UHFFFAOYSA-N,8.87080366e-06,14.7555036,-2627523.5732764,123.71138232,238.99134536,21,5,10,1,3,103.0,9.0,toluene,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
31178,C(=O)(OO)C(O)C1(O)OC1(O)C(=O),LXCHMSIFQALKGY-UHFFFAOYSA-N,0.000329698773,14.86541728,-2090564.0158870402,107.98941656,194.006267152,19,5,8,0,4,47.0,14.0,toluene,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0
31183,C(=O)(OO)C(O)C1(O)OC1(OO)C(=O)(OON(=O)(=O)),KZBYLALOOFFAOM-UHFFFAOYSA-N,3.1322344300000005e-05,14.785126320000002,-3220153.87382456,122.70379144,286.97608922,24,5,13,1,4,241.0,11.0,toluene,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0
31185,C(=O)(OO)C(O)C1(O)OC1C(=O)(OO),OPRFRWSMTDLOGP-UHFFFAOYSA-N,2.13721091e-05,10.24209728,-2287997.2842368,112.92373328000002,210.001181772,20,5,9,0,4,85.0,5.0,toluene,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0
31186,C(=O)(OO)C(O)C1(O)OC1C(=O)(OON(=O)(=O)),VZVJMGFFAJMDIC-UHFFFAOYSA-N,5.997188900000001e-05,12.69768688,-2825167.8569800803,112.63771503999999,254.98625998,22,5,11,1,3,87.0,9.0,toluene,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0
31188,C(=O)(OO)C(O)C1(O)OOC(O)(C1(O))C(=O),WSEDKGNQAHKFMS-UHFFFAOYSA-N,2.79210211e-08,11.700974400000002,-2588916.37091752,149.3485076,240.011746456,24,6,10,0,5,283.0,1.0,toluene,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0
31191,C(=O)(OO)C(O)C1(ON(=O)(=O))OC1(C)C(=O)(OON(=O)(=O)),VGHZFISIPFXFHR-UHFFFAOYSA-N,0.0087189477,12.585639360000002,-3465587.0199404005,94.2349768,313.986988252,27,6,13,2,2,47.0,9.0,toluene,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
31195,C(=O)(OO)C(O)C1(OO)OC1(C)C(=O),FAOUXPOJBKSKKQ-UHFFFAOYSA-N,4.32474544e-05,12.245061760000002,-2193573.8332992,113.61936512000001,208.021917216,22,6,8,0,3,69.0,3.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
31197,C(=O)(OO)C(O)C1(OO)OC1(O)C(=O),ZGLFHYYCLFSYQD-UHFFFAOYSA-N,0.00563138579,23.14425624,-2287910.07047224,103.99193928000001,210.001181772,20,5,9,0,4,109.0,7.0,toluene,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0
31201,C(=O)(OO)C(O)C1(OO)OC1C(=O),KTOKJDIUNCMPBW-UHFFFAOYSA-N,0.0006824336379999999,11.58398976,-2090296.59105016,104.4876596,194.006267152,19,5,8,0,3,88.0,4.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
31209,C(=O)(OO)C(O)C1OC1(C(ON(=O)(=O)))C(=O)(OON(=O)(=O)),MUXXZHYVVDLWBJ-UHFFFAOYSA-N,0.00113991209,16.864741679999998,-3465572.69781552,110.17526368000001,313.98698825199995,27,6,13,2,2,92.0,11.0,toluene,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
31211,C(=O)(OO)C(O)C1OC1(C)C(=O),FHAOIZBZAYQXOY-UHFFFAOYSA-N,0.0007342446,14.195182320000002,-1798586.1921003999,103.81273856,176.03208797599999,20,6,6,0,2,28.0,3.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
31224,C(=O)(OO)C(O)C1OC1C(=O),RUGAPKBUOSEERP-UHFFFAOYSA-N,0.030910750600000002,13.2122352,-1695305.60348816,88.63021592,162.016437912,17,5,6,0,2,24.0,6.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
31225,C(=O)(OO)C(O)C1OC1C(=O)(OO),ATYFPDDTTGDQMR-UHFFFAOYSA-N,1.32836288e-06,13.504571280000002,-2090363.0321752,128.53030432,194.006267152,19,5,8,0,3,59.0,7.0,toluene,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
31229,C(=O)(OO)C(O)C1OC1C(O)(O)C(=O)(OON(=O)(=O)),NMUPFJBNWQWHDC-UHFFFAOYSA-N,3.15958732e-06,15.91183568,-3126024.25717368,132.03210312,284.996824664,26,6,12,1,4,210.0,2.0,toluene,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0
31239,C(=O)(OO)C(O)C1OOC(C(=O))C1(O)C(ON(=O)(=O)),ZJMNHPGSFPULBH-UHFFFAOYSA-N,1.7912495899999996e-05,6.954602960000001,-3031682.4284612,126.22897880000001,283.017560108,28,7,11,1,3,408.0,30.0,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0
31242,C(=O)(OO)C(O)C1OOC(C1(=O))C(=O)(OON(=O)(=O)),JENIUAWTFMYVIE-UHFFFAOYSA-N,0.0722495206,17.409958720000002,-3122691.0529884,96.02543592,282.9811746,24,6,12,1,2,55.0,9.0,toluene,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
31246,C(=O)(OO)C(O)C1OOC(C1(O))C(=O),XPKDCDIXYGGBKX-UHFFFAOYSA-N,1.52585814e-06,9.32450424,-2193638.23685808,126.90310488000001,208.021917216,22,6,8,0,3,113.0,7.0,toluene,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0
31248,C(=O)(OO)C(O)C1OOC(N(=O)(=O))(C1(=O))C(=O)(OON(=O)(=O)),ZYWBDCXKTMDYSY-UHFFFAOYSA-N,0.00142907589,21.283464079999998,-3659918.4648696003,110.55600768000001,327.9662528079999,26,6,14,2,2,42.0,8.0,toluene,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
31250,C(=O)(OO)C(O)C1OOC(N(=O)(=O))(C1(O)(O))C(=O)(OON(=O)(=O)),RYVLSJANMHVRHR-UHFFFAOYSA-N,2.4973137e-06,15.0835292,-3860718.6664696,135.51942528,345.9768174919999,29,6,15,2,4,158.0,3.0,toluene,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0
31252,C(=O)(OO)C(O)C1OOC(O)(C(=O)(OON(=O)(=O)))C1(O)C,BYCCDBLQCVLHMN-UHFFFAOYSA-N,3.66298031e-08,10.087958720000001,-3426769.1921764,157.17898912,315.007389348,30,7,13,1,4,207.0,3.0,toluene,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0
31255,C(=O)(OO)C(O)C1OOC(O)(C1(=O))C(=O),NGDXVYMULAKGPE-UHFFFAOYSA-N,1.6837576199999997e-05,14.319447120000001,-2388056.0479571205,122.63283080000001,222.001181772,21,6,9,0,3,60.0,2.0,toluene,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0
31258,C(=O)(OO)C(O)C1OOC(O)(C1(O)(N(=O)(=O)))C(=O)(OON(=O)(=O)),UAGYXMAUXSMLAZ-UHFFFAOYSA-N,4.6364300100000004e-06,18.41407688,-3860736.2631602404,133.41483144,345.9768174919999,29,6,15,2,4,247.0,23.0,toluene,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0
31262,C(=O)(OO)C(O)C1OOC(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C1(O)C,NNVINPBFJRDUMG-UHFFFAOYSA-N,0.00125994388,8.91681528,-3963921.09118376,114.01161512,359.99246755599995,32,7,15,2,3,153.0,16.0,toluene,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0
31270,C(=O)(OO)C(O)C1OOC(OO)C1(O)C(=O),ALRCVCBIOQMOEN-UHFFFAOYSA-N,4.28155151e-07,9.228523280000001,-2588640.97648112,129.03485288000002,240.011746456,24,6,10,0,4,166.0,14.0,toluene,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0
31271,C(=O)(OO)C(O)CC(=O)C(=O),XGNPRCBFJYXWBS-UHFFFAOYSA-N,0.10729699699999998,11.27345328,-1695387.624574,87.7784372,162.016437912,17,5,6,0,2,54.0,9.0,toluene,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
31277,C(=O)(OO)C(O)CC(C(=O)(OON(=O)(=O)))C(=O)C,HTKHOBDRBQNSRU-UHFFFAOYSA-N,0.0111045584,12.432421280000002,-2834205.08367976,100.72720591999999,267.022645488,27,7,10,1,2,144.0,23.0,apin,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
31286,C(=O)(OO)C(O)CC(OO)C(C)(C)C(=O)(OON(=O)(=O)),AZZGNSALUAMUBH-UHFFFAOYSA-N,6.32581144e-07,9.30170144,-3138022.61769984,140.03810344,299.048860236,33,8,11,1,3,362.0,3.0,apin,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
31287,C(=O)(OO)C(O)CC(OO)CC(=O),LKJJURXYDISDHX-UHFFFAOYSA-N,0.000225211237,7.0240992,-1999244.80450448,115.49044992,194.04265266,23,6,7,0,3,274.0,14.0,apin,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
31291,C(=O)(OO)C(O)OC(=O)C(O)C(=O),QWOKQLSKNNJPIN-UHFFFAOYSA-N,0.00010668312299999999,17.338077600000002,-2090643.5254432,114.8020564,194.006267152,19,5,8,0,3,60.0,4.0,toluene,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0
31294,C(=O)(OO)C(O)OOC(=O)C(=O)C(=O),XHXBTEGCUVKDRT-UHFFFAOYSA-N,0.010305086799999998,18.601394560000003,-2284794.73026312,97.81045584,207.98553170800002,18,5,9,0,2,98.0,27.0,toluene,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0
31295,C(=O)(OO)C(O)OOC(=O)C(O)(C)C(=O),BCDSUVNDBBGJDR-UHFFFAOYSA-N,5.127927310000001e-05,15.59088104,-2391303.8639407204,118.19076168000001,224.01683183600002,23,6,9,0,3,137.0,6.0,toluene,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0
31296,C(=O)(OO)C(O)OOC(=O)C(O)(C)C(=O)(OON(=O)(=O)),GHJUHMUBYJAQTF-UHFFFAOYSA-N,0.00145331259,13.716281679999998,-3323540.8741924805,110.871816,300.991739284,27,6,13,1,3,189.0,28.0,toluene,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0
31298,C(=O)(OO)C(O)OOC(=O)C(O)C(=O)(OON(=O)(=O)),FPTXJRRFZWNRNC-UHFFFAOYSA-N,0.0032213422,17.112476320000003,-3220262.4988744,110.10074664,286.97608922,24,5,13,1,3,185.0,35.0,toluene,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0
31299,C(=O)(OO)C(O)OOC(=O)C(ON(=O)(=O))(C)C(=O),PYVYNYWVDIYBGK-UHFFFAOYSA-N,0.00048404517999999994,15.332184320000001,-2928463.05168528,110.86252752,269.00191004400006,25,6,11,1,2,148.0,28.0,toluene,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
31306,C(=O)(OO)C(ON(=O)(=O))(C(=O)(OO))C(=O)C(=O),ICYZJSFRJJDAQR-UHFFFAOYSA-N,0.11669268800000002,17.66263048,-2821954.1388392,85.85605656,252.970609916,20,5,11,1,2,33.0,15.0,toluene,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0
31311,C(=O)(OO)C(ON(=O)(=O))(C(=O)(OO))C(O)C(=O),HVTJZVMATYABNS-UHFFFAOYSA-N,0.00021559989500000005,14.060834079999998,-2825176.31953848,113.84069871999999,254.98625998,22,5,11,1,3,140.0,13.0,toluene,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0
31324,C(=O)(OO)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(=O)C(=O),HPFVSZVVBANTHF-UHFFFAOYSA-N,1.701,14.22212728,-3359125.0821175203,77.5506492,297.95568812399995,22,5,13,2,1,42.0,30.0,toluene,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
31338,C(=O)(OO)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(OO)C(O)C(=O),YSAYPTSPJUOXGX-UHFFFAOYSA-N,2.08707528e-06,10.06444464,-3860592.2548592,136.52839688,345.9768174919999,29,6,15,2,3,551.0,38.0,toluene,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0
31341,C(=O)(OO)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))OC(=O),BXYCZLKKDLLZNX-UHFFFAOYSA-N,3.6310000000000002,15.894472079999998,-3259107.9086124003,72.13538168000001,285.95568812399995,21,4,13,2,1,50.0,28.0,toluene,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
31343,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(=O),WOLLDVHQRDDUCH-UHFFFAOYSA-N,0.6878226359999999,15.449963920000002,-2129238.20488088,75.04376376,192.985866056,16,4,8,1,1,16.0,7.0,toluene,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
31344,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(=O)C(=O),IXANHBFFPDAHHW-UHFFFAOYSA-N,1.7819999999999998,15.87279896,-2426904.8027194403,72.33596264,220.980780676,18,5,9,1,1,29.0,17.0,toluene,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0
31346,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(=O)C(=O)C(=O)C(=O),BYHOKLJUUPURPC-UHFFFAOYSA-N,0.0245394983,18.41457896,-3022244.79697816,92.41192432000001,276.970609916,22,7,11,1,1,104.0,40.0,toluene,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0
31353,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(=O)OOC(=O),HNDAXYANZUXPHJ-UHFFFAOYSA-N,0.0693173036,15.63318128,-2822001.64138112,87.12159104,252.970609916,20,5,11,1,1,52.0,32.0,toluene,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0
31355,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(=O)OOC(C(=O)(O))C(=O),IQNQSCSOAHNACH-UHFFFAOYSA-N,5.02217542e-07,15.6301688,-3420581.1465089596,137.09796480000003,310.97608921999995,26,7,13,1,2,401.0,40.0,toluene,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0
31369,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(C)(C)OOC(=O),BNFSHAGAGRSPKI-UHFFFAOYSA-N,0.0454297515,13.14558408,-2834101.6038620803,88.89037704,267.022645488,27,7,10,1,1,93.0,33.0,apin,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0
31375,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(O)(C1(O))OOC1C(=O),XVJSPQRTHIBNMD-UHFFFAOYSA-N,1.0842203199999999e-05,11.9503408,-3226081.9485766403,117.81152392,296.996824664,27,7,12,1,3,223.0,5.0,toluene,0,0,2,2,0,0,0,0,1,0,0,0,1,0,1,0
31376,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(O)(O)C(=O),IARFMCDLBHWRPZ-UHFFFAOYSA-N,0.000274068714,11.90193192,-2627741.33533032,109.876024,238.99134536,21,5,10,1,3,135.0,3.0,toluene,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0
31382,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(O)C(=O),BWCZFHNSDNQMLW-UHFFFAOYSA-N,0.012719243299999999,13.442438880000001,-2430121.7915768,93.59093368,222.99643074,20,5,9,1,2,99.0,22.0,toluene,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0
31383,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(O)C(=O)C(=O),APPONPUQBGHUOA-UHFFFAOYSA-N,0.00351193855,15.27281336,-2727787.5453351997,99.78091064000002,250.99134536,22,6,10,1,2,167.0,33.0,toluene,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0
31387,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(O)C(=O)C(OO)C(=O),CSMNAXHBWCYCAW-UHFFFAOYSA-N,5.79057059e-06,15.356242320000002,-3226057.29590472,117.51508752,296.996824664,27,7,12,1,3,562.0,21.0,toluene,0,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0
31389,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(O)C(=O)OC(=O)C(=O),KEVHNSGFRXIUAG-UHFFFAOYSA-N,0.00506149924,17.30761808,-3223154.12123112,100.4249956,294.9811746,25,7,12,1,2,198.0,39.0,toluene,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0
31395,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(ON(=O)(=O))C(=O)OOC(=O),STIGWTURYQEVMF-UHFFFAOYSA-N,0.07416383879999999,17.46154744,-3660045.9644036805,89.32998991999999,327.9662528079999,26,6,14,2,1,172.0,40.0,toluene,0,0,0,2,1,0,0,0,2,0,0,0,1,0,1,0
31398,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(ON(=O)(=O))C(OO)OC(=O),LIYARCXSANARTH-UHFFFAOYSA-N,0.000194469545,15.852339200000001,-3663197.86850512,113.39321992,329.9819028719999,28,6,14,2,2,373.0,40.0,toluene,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0
31399,C(=O)(OO)C(ON(=O)(=O))(C(=O))C(ON(=O)(=O))OOC(=O)C(=O),FPQWYIBETXVJSC-UHFFFAOYSA-N,0.0182509162,16.730016879999997,-3659968.5132918404,94.7924948,327.9662528079999,26,6,14,2,1,178.0,40.0,toluene,0,0,0,2,1,0,0,0,2,0,0,0,1,0,1,0
31413,C(=O)(OO)C(ON(=O)(=O))(C(=O))C1OC1C(=O),RWTZVVUFXDGHCR-UHFFFAOYSA-N,0.033724213499999996,13.65096944,-2530112.84692216,86.19349616,234.99643074,21,6,9,1,1,32.0,16.0,toluene,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0
31414,C(=O)(OO)C(ON(=O)(=O))(C(=O))C1OOC(C1(=O))C(=O),BSKAPUZRDLQACM-UHFFFAOYSA-N,0.00105448585,16.7362092,-3025270.07411872,105.53591895999999,278.98625998,24,7,11,1,1,86.0,40.0,toluene,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0
31428,C(=O)(OO)C(ON(=O)(=O))(C(=O))OOC(=O)C(OO)C(=O),NGBIJOIQDOZYCQ-UHFFFAOYSA-N,0.00032826437299999996,17.77266968,-3320188.9861878403,111.87844456000002,298.97608922,25,6,13,1,2,455.0,40.0,toluene,0,0,0,2,1,0,0,0,1,0,0,0,1,1,1,0
31431,C(=O)(OO)C(ON(=O)(=O))(OO)C(=O),ZASAYXPTRIVLHF-UHFFFAOYSA-N,0.270418053,15.603474879999998,-2226547.85441416,79.58206488000002,196.980780676,16,3,9,1,2,54.0,16.0,toluene,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
31435,C(=O)(OO)C(ON(=O)(=O))(OO)C(=O)C1OC1(C(=O))C,PYJJKRVTFZZXQI-UHFFFAOYSA-N,0.000479760891,13.5220604,-3028405.05728736,108.85880992,281.001910044,26,7,11,1,2,144.0,38.0,toluene,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
