Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind,Dipole X,Dipole Y,Dipole Z,Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV),Cavity surface area,Cavity volume,1_Ele,2_Ele,3_Ele,4_Ele,5_Ele,1_Nuc,2_Nuc,3_Nuc,4_Nuc,5_Nuc,1_Population,1_Net charge,1_Effective V,1_polarizabilities,1_Isotropic,1_Anisotropy,2_Population,2_Net charge,2_Effective V,2_polarizabilities,2_Isotropic,2_Anisotropy,3_Population,3_Net charge,3_Effective V,3_polarizabilities,3_Isotropic,3_Anisotropy,4_Population,4_Net charge,4_Effective V,4_polarizabilities,4_Isotropic,4_Anisotropy,5_Population,5_Net charge,5_Effective V,5_polarizabilities,5_Isotropic,5_Anisotropy,1_NBO,2_NBO,3_NBO,4_NBO,5_NBO,Volume (right),Overall_surface (right),Fast_dis (right),Radius (right),Lengh_X (right),Lengh_Y (right),Lengh_Z (right),Mulliken (right),Hardness (right),Ele_ind (right),Softness (right),Nuc_ind (right),Dipole X (right),Dipole Y (right),Dipole Z (right),Dipole Tot (right),HOMO(a.u.) (right),HOMO(eV) (right),LUMO(a.u.) (right),LUMO(eV) (right),gap(a.u.) (right),gap(eV) (right),Temp (K),∆∆G (Kcal/mol)
2030,3179.60815,1546.31866,13.129,7.764,15.237,12.299,8.572,0.112074,0.324154,0.019375,3.084955,0.110257,-1.2621,-0.9635,-1.5661,2.2303,-0.22494,-6.120927,0.000393,0.010708,0.225333,6.131635,470.419,464.058,-0.00218,0.00033,0.00335,0.0019,0.00164,0.02692,0.09585,0.03088,0.02602,0.12186,5.40763026,0.59236974,30.523,11.428,28.611,71.7064,8.49667998,-0.49667998,20.224,5.382,140.4278,168.3653,6.0610582,-0.0610582,28.667,10.733,119.6434,68.3867,6.00139831,-0.00139831,29.889,11.191,116.5678,48.7328,7.50128482,-0.50128482,24.239,7.115,29.9744,250.9362,0.60863,-0.54441,-0.12027,-0.10527,-0.53285,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.066021910020741
2031,3301.50601,1743.9551,22.61,12.505,24.992,10.853,6.311,0.133251,0.264584,0.033554,3.779513,0.109292,-0.4589,-0.112,0.0585,0.476,-0.225908,-6.147261,-0.053307,-1.450549,0.172601,4.696712,517.855,501.595,0.01174,0.00531,0.00703,0.00667,0.02697,0.0473,0.06549,0.02317,0.03077,0.13144,5.47599868,0.52400132,30.134,11.283,32.5497,61.0102,8.49216546,-0.49216546,20.276,5.396,168.7372,165.3692,6.05914179,-0.05914179,28.45,10.652,120.0207,69.9757,6.01406704,-0.01406704,29.817,11.164,119.6077,57.8784,7.47962562,-0.47962562,24.783,7.275,24.7699,262.033,-0.90393,-0.06068,-0.46885,-0.45907,-0.45907,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0245664412670326
2032,3501.55894,1643.11946,14.13,8.265,16.09,11.551,8.26,0.117428,0.302183,0.022816,3.30925,0.111234,-0.0002,-1.9229,0,1.9229,-0.223963,-6.094356,-0.010299,-0.280243,0.213665,5.814113,500.15,516.779,0.00597,0.0027,0.00467,0.00422,0.00959,0.01807,0.02521,0.01107,0.01741,0.04996,5.40416043,0.59583957,30.364,11.369,25.3343,75.633,8.50599926,-0.50599926,20.08,5.344,125.1608,140.3716,5.99735814,0.00264186,29.592,11.079,103.5344,57.8349,6.08386191,-0.08386191,29.858,11.179,116.4337,47.9995,7.49180203,-0.49180203,24.515,7.197,37.9616,242.0411,0.58615,-0.54467,0.08279,-0.11002,-0.51125,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.444102574053876
2033,3522.44351,1686.07826,14.467,8.434,15.971,10.869,8.826,0.121133,0.308602,0.023774,3.240423,0.104387,-0.6744,1.9045,-2.8148,3.4648,-0.230811,-6.280687,-0.01021,-0.277821,0.220601,6.002866,499.497,525.504,0.01087,0.00573,0.00468,0.00673,0.00905,0.03586,0.05562,0.02046,0.02333,0.08483,5.43023237,0.56976763,30.491,11.416,27.4883,77.3438,8.50189458,-0.50189458,20.073,5.342,123.7888,151.4929,5.89887787,0.10112213,29.285,10.965,107.1091,50.543,6.1363232,-0.1363232,29.737,11.134,112.6652,34.6237,7.44864382,-0.44864382,24.834,7.29,31.3566,256.3969,0.59226,-0.55505,-0.11577,-0.11745,-0.50278,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.027027223924132
2034,3684.55067,1889.12929,18.42,10.41,20.475,11.962,10.323,0.129855,0.26067,0.032344,3.83627,0.121181,2.6488,-1.7511,-0.9027,3.3011,-0.214019,-5.823746,-0.052655,-1.432808,0.161364,4.390938,561.241,545.376,0.02143,0.03879,0.00795,0.00603,0.01522,0.0762,0.23006,0.03364,0.03007,0.20742,5.51974831,0.48025169,30.46,11.405,32.5448,88.9462,7.50791069,-0.50791069,24.912,7.313,42.7128,265.2695,6.08913457,-0.08913457,30.164,11.294,108.0095,34.3816,6.06468069,-0.06468069,29.837,11.171,119.9911,20.8218,7.62572504,-0.62572504,23.406,6.871,160.5099,84.0503,-0.6942,-0.06622,-0.47018,-0.05899,-0.21201,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0142937455085438
2035,3622.49255,1827.36274,18.158,10.279,20.439,11.421,8.745,0.1357,0.265395,0.034692,3.76797,0.105746,0.0001,-0.2241,0,0.2241,-0.229449,-6.243629,-0.057252,-1.557915,0.172197,4.685715,543.795,542.422,0.03151,0.01454,0.00743,0.00967,0.0487,0.03439,0.04881,0.01589,0.01857,0.08237,5.47445112,0.52554888,30.165,11.294,30.5251,66.8145,8.49276294,-0.49276294,20.184,5.371,150.5944,138.5679,5.97594632,0.02405368,29.489,11.041,105.2061,63.5928,6.0950377,-0.0950377,29.931,11.206,113.5285,44.614,7.47316188,-0.47316188,24.69,7.248,25.6972,254.0697,0.74805,-0.53724,-0.11689,-0.10126,-0.57654,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0137235838476605
2036,5659.51086,2618.30564,15.377,8.888,15.404,14.485,12.222,0.111898,0.295943,0.021155,3.379025,0.115874,0.9984,0.2992,0.1306,1.0504,-0.21932,-5.967996,-0.005248,-0.142794,0.214072,5.825201,807.372,808.161,0.01122,0.0067,0.00358,0.00388,0.00723,0.0163,0.03278,0.01116,0.01143,0.06046,5.39483462,0.60516538,30.555,11.44,27.9176,71.8799,8.52151972,-0.52151972,20.044,5.334,132.2368,153.6065,5.90350827,0.09649173,29.423,11.016,106.2893,53.5562,6.14329851,-0.14329851,29.82,11.165,112.7439,37.2428,7.45320413,-0.45320413,24.654,7.237,23.3273,256.0189,0.59445,-0.5539,-0.11567,-0.1164,-0.50922,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.155019367058296
2037,1838.56289,945.96182,10.567,6.484,12.875,6.811,6.713,0.076694,0.379241,0.007755,2.636846,0.137457,3.4955,3.4955,-0.7326,4.2034,-0.197741,-5.380814,0.057998,1.578215,0.25574,6.959029,282.039,260.051,0.01045,0.00306,0.00231,0.00226,0.01207,0.21407,0.32856,0.08793,0.08936,0.74076,5.24753692,0.75246308,30.598,11.456,33.3068,68.1785,7.46484035,-0.46484035,23.807,6.989,160.2448,129.5351,6.14689093,-0.14689093,29.136,10.909,139.3554,48.8269,5.97496237,0.02503763,30.429,11.393,109.7927,48.8544,7.56436032,-0.56436032,25.227,7.405,102.6214,183.6424,-0.92979,-0.21283,-0.69493,-0.25993,-0.07408,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.430577332812066
2038,2284.66332,1235.11581,17.408,9.904,19.732,6.434,6.422,0.13331,0.303148,0.029312,3.298715,0.096187,0,0,0.1372,0.1372,-0.23901,-6.503803,-0.038284,-1.041755,0.200727,5.462049,369.584,348.714,0.05225,0.02368,0.01077,0.01091,0.06141,0.05266,0.07083,0.02487,0.03443,0.11929,5.47772925,0.52227075,30.06,11.255,40.5654,68.5871,8.49066289,-0.49066289,20.2,5.376,164.8655,177.0583,6.05972104,-0.05972104,28.394,10.631,120.2773,70.1865,6.02325359,-0.02325359,29.755,11.141,118.8868,59.1373,7.44858199,-0.44858199,24.877,7.303,7.6722,288.9241,0.50781,-0.51809,-0.12587,-0.10631,-0.46794,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0244932050118859
2039,1707.4861,948.93125,11.692,7.046,14.072,7.069,5.437,0.13783,0.340919,0.027861,2.933245,0.090962,0,0,0.3226,0.3226,-0.244228,-6.645784,-0.036054,-0.981086,0.208174,5.664698,282.88,258.196,0.07692,0.03217,0.01521,0.01516,0.09095,0.10613,0.16697,0.05513,0.05977,0.28783,5.47258047,0.52741953,30,11.232,41.4584,71.3843,8.49391219,-0.49391219,20.199,5.375,160.0832,172.9568,6.05949257,-0.05949257,28.399,10.633,118.5889,69.9667,6.00945596,-0.00945596,29.825,11.167,115.5174,48.0823,7.4592511,-0.4592511,24.67,7.242,7.5648,293.4526,0.51098,-0.51773,-0.12426,-0.11475,-0.47026,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.142656076308963
2040,1700.44509,959.36425,11.141,6.771,13.261,9.747,6.133,0.137917,0.307056,0.030973,3.25673,0.099523,0,2.1029,0,2.1029,-0.235673,-6.413001,-0.046828,-1.27426,0.188845,5.138741,282.188,265.302,0.02626,0.01483,0.0122,0.01121,0.04449,0.09924,0.14226,0.049,0.04963,0.24703,5.48106507,0.51893493,30.131,11.281,35.9856,65.4193,8.51880534,-0.51880534,20.1,5.349,162.5997,189.4251,6.05376213,-0.05376213,28.263,10.582,118.3757,63.9176,6.01551095,-0.01551095,29.498,11.045,125.2084,54.7181,7.4331761,-0.4331761,24.887,7.306,18.1008,278.4286,0.73928,-0.55506,-0.11905,-0.10268,-0.53712,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.013945598026866
2041,1408.19985,784.3679,10.413,6.406,12.803,6.955,6.36,0.138697,0.321288,0.029937,3.112471,0.101457,0.1834,-1.0916,-0.2191,1.1284,-0.233741,-6.360409,-0.045638,-1.241861,0.188103,5.118548,232.443,213.365,0.0538,0.02451,0.01419,0.01356,0.0712,0.15768,0.25007,0.06832,0.07462,0.39802,5.46645488,0.53354512,30.179,11.299,33.0626,62.1941,8.48894184,-0.48894184,20.266,5.393,165.1293,159.9284,6.06175553,-0.06175553,28.48,10.663,123.7103,77.986,6.01228605,-0.01228605,29.857,11.179,118.7093,50.7265,7.48290002,-0.48290002,24.732,7.26,25.1943,261.312,0.5509,-0.51531,-0.12369,-0.10716,-0.5249,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.028559345334167
2042,1408.19985,784.3679,10.413,6.406,12.803,6.955,6.36,0.138697,0.321288,0.029937,3.112471,0.101457,0.1834,-1.0916,-0.2191,1.1284,-0.233741,-6.360409,-0.045638,-1.241861,0.188103,5.118548,232.443,213.365,0.0538,0.02451,0.01419,0.01356,0.0712,0.15768,0.25007,0.06832,0.07462,0.39802,5.46645488,0.53354512,30.179,11.299,33.0626,62.1941,8.48894184,-0.48894184,20.266,5.393,165.1293,159.9284,6.06175553,-0.06175553,28.48,10.663,123.7103,77.986,6.01228605,-0.01228605,29.857,11.179,118.7093,50.7265,7.48290002,-0.48290002,24.732,7.26,25.1943,261.312,0.5509,-0.51531,-0.12369,-0.10716,-0.5249,2407.23328,1327.3276,16.44,9.42,18.74,11.022,6.812,0.131975,0.290212,0.030008,3.445752,0.113496,2.6483,1.6204,0.5888,3.16,-0.2217,-6.032775,-0.040902,-1.112996,0.180799,4.919779,263.15,0.0818210094389895
2043,2582.58773,1365.00742,13.579,7.989,15.877,11.999,7.717,0.112978,0.260316,0.024516,3.841492,0.138722,0.7971,0.4228,0.3492,0.9675,-0.196476,-5.346378,-0.031142,-0.847426,0.165333,4.498952,399.784,388.145,0.01354,0.02121,0.03492,0.01201,0.00372,0.07059,0.0908,0.17956,0.05413,0.01709,5.44096805,0.55903195,30.241,11.323,31.601,80.7978,8.45270625,-0.45270625,19.978,5.317,41.3465,250.9758,5.97882963,0.02117037,29.085,10.89,61.1802,88.1326,5.82130357,0.17869643,30.488,11.415,54.4127,97.8247,7.52377825,-0.52377825,24.766,7.27,9.8849,325.4113,0.50923,-0.5203,-0.12634,-0.09964,-0.46148,2407.23328,1327.3276,16.44,9.42,18.74,11.022,6.812,0.131975,0.290212,0.030008,3.445752,0.113496,2.6483,1.6204,0.5888,3.16,-0.2217,-6.032775,-0.040902,-1.112996,0.180799,4.919779,263.15,0.23634367779
2044,2530.40554,1362.42908,16.005,9.203,18.395,11.189,8.086,0.137592,0.282544,0.033502,3.539266,0.100278,0.5006,1.0186,0.9305,1.4677,-0.234921,-6.392525,-0.053678,-1.460651,0.181243,4.931874,401.348,387.636,0.03027,0.01131,0.01081,0.01144,0.05462,0.05167,0.0665,0.03517,0.0304,0.0926,5.47289819,0.52710181,30.083,11.263,33.2796,65.4961,8.51531987,-0.51531987,20.073,5.342,160.8593,187.6412,6.04712388,-0.04712388,28.338,10.61,116.225,68.3099,6.10122993,-0.10122993,29.686,11.115,118.7034,55.1354,7.44316702,-0.44316702,24.777,7.273,27.1676,272.1345,-0.89738,-0.07495,-0.10304,-0.75118,-0.4775,2407.23328,1327.3276,16.44,9.42,18.74,11.022,6.812,0.131975,0.290212,0.030008,3.445752,0.113496,2.6483,1.6204,0.5888,3.16,-0.2217,-6.032775,-0.040902,-1.112996,0.180799,4.919779,263.15,0.434197344428308
2045,2088.31026,1114.34481,11.888,7.144,14.098,9.102,6.696,0.105176,0.382276,0.014469,2.615908,0.099869,1.0284,-0.2977,0.813,1.3443,-0.235329,-6.403622,0.025551,0.695284,0.26088,7.098905,329.029,308.565,0.02981,0.01206,0.0062,0.00628,0.03218,0.09321,0.24214,0.06305,0.05515,0.26362,5.40066192,0.59933808,30.636,11.471,26.5727,70.2573,8.50048916,-0.50048916,20.202,5.376,158.3822,173.3377,6.06227409,-0.06227409,28.508,10.674,119.3569,69.079,6.01848008,-0.01848008,29.817,11.164,119.3848,38.1521,7.47774029,-0.47774029,24.633,7.231,37.331,262.412,0.52155,-0.52565,-0.12714,-0.13738,-0.46643,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.346589320707546
2046,1900.71194,1032.80191,13.74,8.07,16.093,8.41,6.138,0.143543,0.275475,0.037398,3.630097,0.105108,1.307,-1.6317,-1.1002,2.3625,-0.230089,-6.261032,-0.06498,-1.768188,0.165109,4.492845,302.132,288.383,0.03732,0.01846,0.01311,0.01305,0.06106,0.07222,0.10034,0.0459,0.04185,0.14985,5.46875548,0.53124452,30.112,11.274,32.4719,64.9925,8.51410478,-0.51410478,20.067,5.34,159.3665,187.8736,6.04698053,-0.04698053,28.34,10.611,116.1431,68.226,6.10212838,-0.10212838,29.703,11.121,118.6095,54.4663,7.44727221,-0.44727221,24.832,7.29,28.4048,268.8626,0.54353,-0.52402,0.06499,-0.30089,-0.49797,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.0709201726544867
2047,2465.67682,1284.54483,12.978,7.689,15.37,10.904,7.522,0.137355,0.298726,0.031578,3.34755,0.100481,0.0002,2.1369,0,2.1369,-0.234715,-6.386926,-0.048091,-1.308615,0.186625,5.078311,385.313,368.975,0.02586,0.01444,0.01118,0.00923,0.04324,0.0923,0.13562,0.04391,0.04624,0.22296,5.46988927,0.53011073,30.152,11.289,35.8207,66.6041,8.52237183,-0.52237183,20.099,5.349,161.4688,181.2536,6.05747946,-0.05747946,28.547,10.688,123.0126,74.3322,6.01674893,-0.01674893,29.98,11.225,113.0999,44.7796,7.44759555,-0.44759555,24.697,7.25,20.8933,285.9257,0.39329,-0.46847,-0.09097,-0.26478,-0.48405,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.408238793811678
2048,2405.6184,1248.61603,11.857,7.129,14.255,9.98,8.712,0.123913,0.332678,0.023077,3.005906,0.095289,0,-1.714,0,1.714,-0.239908,-6.528238,-0.005564,-0.151398,0.234345,6.376839,366.295,361.397,0.02232,0.00885,0.00618,0.0077,0.02428,0.04272,0.05306,0.02514,0.02432,0.07482,5.42895599,0.57104401,30.382,11.375,25.2269,68.3991,8.49605397,-0.49605397,20.031,5.331,162.0265,195.584,6.05464731,-0.05464731,28.317,10.602,114.7253,62.6265,6.13143215,-0.13143215,29.723,11.128,118.7449,47.2471,7.4533237,-0.4533237,24.69,7.248,31.7528,259.7965,0.51436,-0.51313,-0.1275,-0.21149,-0.45347,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.0498535525340519
2049,2582.58773,1365.00742,13.579,7.989,15.877,11.999,7.717,0.112978,0.260316,0.024516,3.841492,0.138722,0.7971,0.4228,0.3492,0.9675,-0.196476,-5.346378,-0.031142,-0.847426,0.165333,4.498952,399.784,388.145,0.01354,0.02121,0.03492,0.01201,0.00372,0.07059,0.0908,0.17956,0.05413,0.01709,5.44096805,0.55903195,30.241,11.323,31.601,80.7978,8.45270625,-0.45270625,19.978,5.317,41.3465,250.9758,5.97882963,0.02117037,29.085,10.89,61.1802,88.1326,5.82130357,0.17869643,30.488,11.415,54.4127,97.8247,7.52377825,-0.52377825,24.766,7.27,9.8849,325.4113,0.50923,-0.5203,-0.12634,-0.09964,-0.46148,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.0666749301993016
2050,2530.40554,1362.42908,16.005,9.203,18.395,11.189,8.086,0.137592,0.282544,0.033502,3.539266,0.100278,0.5006,1.0186,0.9305,1.4677,-0.234921,-6.392525,-0.053678,-1.460651,0.181243,4.931874,401.348,387.636,0.03027,0.01131,0.01081,0.01144,0.05462,0.05167,0.0665,0.03517,0.0304,0.0926,5.47289819,0.52710181,30.083,11.263,33.2796,65.4961,8.51531987,-0.51531987,20.073,5.342,160.8593,187.6412,6.04712388,-0.04712388,28.338,10.61,116.225,68.3099,6.10122993,-0.10122993,29.686,11.115,118.7034,55.1354,7.44316702,-0.44316702,24.777,7.273,27.1676,272.1345,-0.89738,-0.07495,-0.10304,-0.75118,-0.4775,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.472248304244703
2051,2791.92491,1468.47007,15.957,9.179,18.082,10.689,9.093,0.133654,0.277831,0.032148,3.599306,0.107215,0.2189,-0.1578,0.0196,0.2706,-0.227982,-6.2037,-0.050974,-1.387079,0.177008,4.816621,436.028,422.837,0.0258,0.01365,0.01043,0.00977,0.04107,0.05211,0.08686,0.03079,0.04428,0.15039,5.45684752,0.54315248,30.341,11.36,32.2808,66.2553,8.48131198,-0.48131198,20.247,5.388,162.7875,161.2346,6.05764221,-0.05764221,28.457,10.655,121.5157,72.3096,6.01798996,-0.01798996,29.686,11.115,123.2157,46.8326,7.48443813,-0.48443813,24.758,7.268,25.1969,263.8335,0.74071,-0.53511,-0.12233,-0.10089,-0.5793,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.500598371536299
2052,2951.17656,1498.95046,13.943,8.172,15.051,14.641,6.762,0.121288,0.321472,0.02288,3.110692,0.097355,0.5878,0.8557,1.3161,1.6762,-0.237842,-6.472004,-0.002907,-0.079109,0.234935,6.392895,444.036,440.753,0.01017,0.00732,0.005,0.00426,0.01103,0.02674,0.06305,0.0228,0.01962,0.06882,5.42180911,0.57819089,30.614,11.462,25.3467,78.6056,8.49131352,-0.49131352,20.041,5.333,152.4001,177.8243,6.05419306,-0.05419306,28.452,10.653,115.977,61.291,6.1298881,-0.1298881,29.809,11.161,119.4375,49.347,7.45719439,-0.45719439,24.837,7.291,34.3236,254.4641,0.59671,-0.54951,-0.12203,-0.10027,-0.51661,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.0974106034465966
2053,3179.60815,1546.31866,13.129,7.764,15.237,12.299,8.572,0.112074,0.324154,0.019375,3.084955,0.110257,-1.2621,-0.9635,-1.5661,2.2303,-0.22494,-6.120927,0.000393,0.010708,0.225333,6.131635,470.419,464.058,-0.00218,0.00033,0.00335,0.0019,0.00164,0.02692,0.09585,0.03088,0.02602,0.12186,5.40763026,0.59236974,30.523,11.428,28.611,71.7064,8.49667998,-0.49667998,20.224,5.382,140.4278,168.3653,6.0610582,-0.0610582,28.667,10.733,119.6434,68.3867,6.00139831,-0.00139831,29.889,11.191,116.5678,48.7328,7.50128482,-0.50128482,24.239,7.115,29.9744,250.9362,0.60863,-0.54441,-0.12027,-0.10527,-0.53285,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.421159873392735
2054,3501.55894,1643.11946,14.13,8.265,16.09,11.551,8.26,0.117428,0.302183,0.022816,3.30925,0.111234,-0.0002,-1.9229,0,1.9229,-0.223963,-6.094356,-0.010299,-0.280243,0.213665,5.814113,500.15,516.779,0.00597,0.0027,0.00467,0.00422,0.00959,0.01807,0.02521,0.01107,0.01741,0.04996,5.40416043,0.59583957,30.364,11.369,25.3343,75.633,8.50599926,-0.50599926,20.08,5.344,125.1608,140.3716,5.99735814,0.00264186,29.592,11.079,103.5344,57.8349,6.08386191,-0.08386191,29.858,11.179,116.4337,47.9995,7.49180203,-0.49180203,24.515,7.197,37.9616,242.0411,0.58615,-0.54467,0.08279,-0.11002,-0.51125,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.250788896288772
2055,3622.49255,1827.36274,18.158,10.279,20.439,11.421,8.745,0.1357,0.265395,0.034692,3.76797,0.105746,0.0001,-0.2241,0,0.2241,-0.229449,-6.243629,-0.057252,-1.557915,0.172197,4.685715,543.795,542.422,0.03151,0.01454,0.00743,0.00967,0.0487,0.03439,0.04881,0.01589,0.01857,0.08237,5.47445112,0.52554888,30.165,11.294,30.5251,66.8145,8.49276294,-0.49276294,20.184,5.371,150.5944,138.5679,5.97594632,0.02405368,29.489,11.041,105.2061,63.5928,6.0950377,-0.0950377,29.931,11.206,113.5285,44.614,7.47316188,-0.47316188,24.69,7.248,25.6972,254.0697,0.74805,-0.53724,-0.11689,-0.10126,-0.57654,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.831073152334383
2056,2284.66332,1235.11581,17.408,9.904,19.732,6.434,6.422,0.13331,0.303148,0.029312,3.298715,0.096187,0,0,0.1372,0.1372,-0.23901,-6.503803,-0.038284,-1.041755,0.200727,5.462049,369.584,348.714,0.05225,0.02368,0.01077,0.01091,0.06141,0.05266,0.07083,0.02487,0.03443,0.11929,5.47772925,0.52227075,30.06,11.255,40.5654,68.5871,8.49066289,-0.49066289,20.2,5.376,164.8655,177.0583,6.05972104,-0.05972104,28.394,10.631,120.2773,70.1865,6.02325359,-0.02325359,29.755,11.141,118.8868,59.1373,7.44858199,-0.44858199,24.877,7.303,7.6722,288.9241,0.50781,-0.51809,-0.12587,-0.10631,-0.46794,1946.36777,1089.0756,15.576,8.988,17.95,8.474,6.074,0.120994,0.299022,0.024479,3.344237,0.115226,-1.2338,-2.4794,1.3981,3.1023,-0.219972,-5.985734,-0.024159,-0.657392,0.195813,5.328342,263.15,0.452084424010609
